name,Sa,Sz,Str,Spc,Sdr,Sq,Ssk,Sku,Sp,Sv,Sal,Std,Sdq,Spd,Sk,Spk,Svk,Smr1,Smr2,Sxp,Vvv,Vvc,Vmp,Vmc,Area size
Image827,0.170,4.451,0.746,136.594,0.002543,0.219,-0.099,4.530,3.286,1.165,12.868,96.900,0.072,14083.100,0.524,0.218,0.256,9.795,88.602,0.411,0.027,0.249,0.011,0.190,373424.654
Image828,0.149,3.278,0.799,119.997,0.001978,0.192,-0.054,3.602,1.638,1.640,14.317,0.000,0.063,14619.906,0.460,0.202,0.216,10.117,88.682,0.372,0.024,0.221,0.010,0.165,373424.654
Image829,0.124,4.035,0.658,123.707,0.001509,0.160,0.052,5.487,2.530,1.505,14.102,120.200,0.056,17282.462,0.384,0.161,0.183,9.797,88.816,0.298,0.020,0.182,0.008,0.138,373424.654
Image830,0.150,2.862,0.517,117.968,0.001933,0.192,-0.049,3.541,1.418,1.445,10.058,94.700,0.063,12746.453,0.469,0.198,0.207,10.134,89.418,0.377,0.023,0.224,0.010,0.167,373424.654
Image831,0.138,2.936,0.855,105.288,0.001422,0.177,-0.062,3.756,1.617,1.320,15.182,161.300,0.054,14099.204,0.425,0.185,0.198,10.518,89.357,0.348,0.021,0.207,0.009,0.153,373424.654
Image832,0.100,7.519,0.554,91.180,0.001217,0.147,6.563,186.055,6.574,0.946,12.029,90.000,0.050,17615.282,0.302,0.167,0.138,10.745,89.097,0.251,0.015,0.148,0.008,0.109,373424.654
Image833,0.165,3.312,0.412,144.519,0.002281,0.210,0.037,3.421,1.582,1.730,10.060,94.300,0.068,13401.356,0.517,0.222,0.219,10.399,89.889,0.418,0.024,0.249,0.011,0.183,373424.654
Image834,0.105,2.465,0.662,102.151,0.0009686,0.136,-0.057,4.174,1.564,0.901,14.976,93.500,0.044,17644.806,0.315,0.151,0.157,10.214,88.106,0.262,0.017,0.153,0.008,0.115,373424.654
Image835,0.107,3.342,0.517,102.573,0.001372,0.143,0.576,9.585,1.900,1.442,12.169,90.000,0.053,18755.994,0.324,0.172,0.153,11.060,89.472,0.278,0.016,0.161,0.009,0.117,373424.654
Image836,0.096,4.181,0.644,46.373,0.0009445,0.128,0.864,19.275,3.041,1.140,12.729,82.000,0.044,20632.130,0.291,0.143,0.145,10.905,89.199,0.245,0.015,0.143,0.007,0.104,373424.654
Image837,0.088,2.053,0.721,40.323,0.0007511,0.113,0.033,4.280,1.502,0.551,14.558,0.000,0.039,20420.092,0.271,0.119,0.126,10.516,89.407,0.218,0.013,0.131,0.006,0.097,373424.654
Image838,0.071,1.544,0.739,35.599,0.0003958,0.092,0.232,5.178,0.907,0.638,15.966,180.000,0.028,24540.076,0.215,0.109,0.098,10.773,88.949,0.184,0.011,0.106,0.005,0.078,373424.654
Image839,0.102,4.894,0.499,44.923,0.0009885,0.139,1.114,23.158,3.688,1.206,11.033,73.200,0.045,17027.479,0.308,0.163,0.157,10.461,88.969,0.257,0.016,0.150,0.008,0.111,373424.654
Image840,0.097,7.041,0.583,44.929,0.001267,0.186,7.367,129.758,5.918,1.124,13.144,30.100,0.051,20825.380,0.253,0.303,0.177,10.898,88.297,0.237,0.017,0.126,0.016,0.092,373424.654
Image841,0.088,4.687,0.771,40.809,0.0008848,0.149,5.444,77.710,3.110,1.577,15.138,90.000,0.042,20626.762,0.247,0.232,0.141,10.095,88.247,0.208,0.014,0.119,0.012,0.090,373424.654
Image842,0.102,1.365,0.578,34.535,0.0007056,0.130,-0.121,3.460,0.696,0.669,11.595,78.700,0.038,14778.263,0.314,0.129,0.146,10.538,88.846,0.253,0.016,0.153,0.006,0.114,373424.654
Image843,0.073,3.817,0.730,44.110,0.0006388,0.119,7.146,143.678,3.225,0.592,14.279,180.000,0.036,25804.254,0.217,0.157,0.106,10.711,89.720,0.185,0.011,0.106,0.008,0.077,373424.654
Image844,0.087,2.950,0.649,42.484,0.0007689,0.121,1.582,20.441,2.296,0.654,12.610,0.000,0.039,21939.252,0.250,0.164,0.127,12.419,89.184,0.238,0.013,0.132,0.008,0.091,373424.654
Image845,0.146,5.799,0.619,63.444,0.001229,0.185,0.096,3.871,2.841,2.958,11.351,68.100,0.050,9804.758,0.465,0.192,0.185,10.679,90.846,0.372,0.020,0.225,0.009,0.162,373424.654
Image846,0.125,3.679,0.590,63.847,0.0008565,0.160,-0.033,3.759,2.321,1.358,12.257,49.200,0.042,10824.689,0.382,0.168,0.179,10.320,88.536,0.310,0.020,0.185,0.008,0.139,373424.654
Image847,0.104,3.684,0.775,63.073,0.0007324,0.138,0.430,7.392,2.701,0.984,13.994,6.400,0.039,14075.048,0.317,0.166,0.150,10.268,88.764,0.267,0.016,0.153,0.008,0.115,373424.654
Image848,0.146,2.226,0.608,68.516,0.001232,0.186,-0.056,3.353,0.894,1.332,11.382,61.400,0.050,9192.799,0.453,0.184,0.201,10.572,89.085,0.362,0.022,0.221,0.009,0.163,373424.654
Image849,0.134,4.264,0.591,76.193,0.0009904,0.171,0.125,4.024,3.109,1.155,12.524,74.100,0.045,9533.671,0.413,0.189,0.179,10.740,89.302,0.344,0.020,0.203,0.009,0.147,373424.654
Image850,0.091,4.766,0.886,58.125,0.0006129,0.123,1.538,26.601,3.953,0.813,15.531,0.000,0.035,14775.579,0.274,0.141,0.135,10.344,88.744,0.219,0.015,0.132,0.007,0.098,373424.654
Image851,0.129,2.809,0.636,54.315,0.0009815,0.165,-0.191,3.598,1.584,1.225,11.164,73.100,0.045,10207.362,0.401,0.156,0.188,9.951,88.806,0.311,0.021,0.191,0.008,0.145,373424.654
Image852,0.125,3.772,0.583,55.265,0.0008041,0.163,0.336,5.977,3.087,0.685,11.583,65.700,0.040,9136.434,0.378,0.193,0.171,11.386,89.168,0.334,0.019,0.191,0.010,0.137,373424.654
Image853,0.082,2.565,0.841,51.496,0.0004415,0.106,0.216,5.453,2.024,0.541,15.701,180.000,0.030,17365.667,0.248,0.126,0.113,10.578,88.964,0.213,0.012,0.121,0.006,0.090,373424.654
Image854,0.124,4.627,0.556,126.786,0.002689,0.165,0.143,6.520,2.713,1.915,9.830,43.500,0.074,18860.671,0.370,0.194,0.199,10.900,88.932,0.320,0.020,0.183,0.010,0.133,373424.654
Image855,0.119,4.246,0.546,151.493,0.003143,0.161,0.355,9.012,2.966,1.280,9.177,0.000,0.081,22594.155,0.343,0.203,0.198,10.909,87.930,0.309,0.020,0.172,0.010,0.127,373424.654
Image856,0.148,5.200,0.580,291.671,0.008108,0.227,1.596,14.557,3.693,1.507,12.989,155.400,0.130,37587.141,0.347,0.413,0.276,14.403,87.121,0.529,0.026,0.211,0.023,0.138,373424.654
Image857,0.160,6.578,0.552,286.310,0.008274,0.238,1.536,19.473,4.021,2.557,8.277,61.000,0.133,17473.028,0.447,0.368,0.286,10.073,87.872,0.397,0.028,0.216,0.018,0.164,373424.654
Image858,0.171,5.849,0.628,344.978,0.009838,0.267,2.818,25.468,4.348,1.501,8.871,38.700,0.145,21276.297,0.452,0.499,0.250,11.894,88.278,0.541,0.026,0.237,0.027,0.167,373424.654
Image859,0.131,5.996,0.795,303.516,0.008170,0.228,4.573,51.643,4.820,1.175,12.120,143.100,0.131,34790.383,0.325,0.484,0.190,12.271,89.264,0.514,0.019,0.175,0.027,0.118,373424.654
Image860,0.187,6.133,0.594,458.199,0.01519,0.286,1.864,17.094,4.443,1.690,7.424,93.300,0.180,24851.424,0.487,0.551,0.316,11.397,87.891,0.635,0.031,0.252,0.029,0.181,373424.654
Image861,0.144,5.359,0.763,393.850,0.007973,0.223,2.907,24.803,4.410,0.949,9.303,43.700,0.129,25978.716,0.372,0.453,0.167,13.447,89.998,0.571,0.018,0.211,0.026,0.137,373424.654
Image862,0.143,4.334,0.890,361.462,0.008245,0.228,2.770,17.705,3.461,0.872,10.568,148.900,0.131,31306.513,0.338,0.512,0.158,14.277,89.348,0.635,0.017,0.211,0.029,0.129,373424.654
Image863,0.138,8.834,0.674,306.239,0.01089,0.266,5.417,91.550,6.617,2.217,10.587,180.000,0.153,25122.511,0.315,0.482,0.351,11.944,88.099,0.466,0.029,0.167,0.027,0.116,373424.654
Image864,0.109,5.025,0.743,221.191,0.005503,0.165,2.076,28.331,3.225,1.800,6.632,0.000,0.107,25079.566,0.304,0.273,0.193,11.113,89.802,0.320,0.018,0.152,0.014,0.108,373424.654
Image865,0.103,6.667,0.462,144.093,0.003646,0.162,3.793,57.798,4.880,1.787,7.337,0.000,0.088,22038.561,0.283,0.270,0.160,11.625,89.528,0.290,0.016,0.144,0.014,0.101,373424.654
Image866,0.210,11.396,0.767,486.077,0.02016,0.426,4.905,60.579,8.069,3.327,10.557,0.000,0.208,25227.188,0.400,0.892,0.524,13.226,85.958,0.846,0.046,0.242,0.052,0.159,373424.654
Image867,0.121,5.726,0.717,285.349,0.006409,0.186,2.596,32.815,4.123,1.603,7.730,0.000,0.116,21083.047,0.332,0.317,0.206,11.470,89.401,0.368,0.020,0.168,0.017,0.119,373424.654
Image868,0.114,6.402,0.811,192.708,0.004199,0.187,3.800,42.304,4.885,1.518,10.190,0.000,0.094,20409.356,0.299,0.332,0.174,12.183,89.083,0.333,0.017,0.156,0.018,0.109,373424.654
Image869,0.165,14.994,0.868,353.478,0.01190,0.381,12.100,291.228,11.686,3.308,13.331,0.000,0.160,24027.427,0.386,0.581,0.410,12.019,88.742,0.511,0.033,0.204,0.032,0.140,373424.654
Image870,0.129,5.774,0.754,373.575,0.008086,0.202,1.864,20.518,3.558,2.216,8.061,180.000,0.130,23297.371,0.337,0.366,0.241,12.175,89.083,0.434,0.022,0.179,0.020,0.123,373424.654
Image871,0.093,4.448,0.447,142.263,0.002251,0.127,1.076,11.425,3.277,1.172,8.459,180.000,0.068,19639.040,0.269,0.183,0.126,12.285,89.218,0.267,0.014,0.142,0.009,0.098,373424.654
Image872,0.152,5.233,0.632,313.887,0.01007,0.215,0.731,12.041,3.275,1.959,9.774,90.000,0.146,29470.638,0.423,0.310,0.266,11.424,87.955,0.415,0.026,0.216,0.016,0.157,373424.654
Image873,0.139,5.917,0.792,220.845,0.006598,0.212,3.196,38.836,4.532,1.385,10.490,0.000,0.118,27723.335,0.387,0.359,0.198,10.978,88.373,0.387,0.021,0.194,0.019,0.142,373424.654
Image874,0.137,5.204,0.716,210.607,0.006335,0.210,2.516,23.238,3.955,1.249,10.496,0.000,0.115,34334.098,0.368,0.397,0.200,11.428,88.459,0.447,0.021,0.188,0.021,0.135,373424.654
Image875,0.138,6.204,0.576,241.865,0.006842,0.205,2.301,33.330,4.412,1.792,9.656,72.300,0.121,22953.815,0.394,0.304,0.230,11.199,89.383,0.370,0.022,0.197,0.016,0.141,373424.654
Image876,0.140,5.300,0.729,234.096,0.005539,0.212,2.700,30.418,4.089,1.211,10.734,92.300,0.108,24338.774,0.381,0.362,0.214,11.926,88.695,0.414,0.022,0.198,0.019,0.139,373424.654
Image877,0.122,5.251,0.772,222.721,0.005402,0.193,3.054,26.047,3.809,1.441,11.419,180.000,0.106,35029.261,0.318,0.389,0.148,12.299,88.358,0.444,0.016,0.171,0.021,0.119,373424.654
Image878,0.131,3.728,0.595,180.335,0.004194,0.171,0.042,5.835,2.178,1.551,11.669,78.000,0.093,30434.204,0.396,0.190,0.199,10.755,88.939,0.331,0.021,0.195,0.009,0.142,373424.654
Image879,0.122,4.952,0.608,217.969,0.003945,0.177,2.075,20.520,3.350,1.602,11.402,98.500,0.091,32393.545,0.345,0.289,0.159,12.251,89.399,0.367,0.017,0.182,0.015,0.125,373424.654
Image880,0.104,4.419,0.865,179.787,0.003664,0.179,4.793,52.997,3.466,0.953,14.160,90.000,0.087,41999.685,0.272,0.357,0.141,11.585,90.209,0.347,0.014,0.140,0.019,0.098,373424.654
Image881,0.177,5.376,0.616,260.166,0.007099,0.238,0.524,7.096,3.704,1.672,9.187,53.200,0.121,22486.794,0.511,0.320,0.257,12.022,88.398,0.498,0.028,0.267,0.016,0.190,373424.654
Image882,0.185,4.858,0.675,264.313,0.007854,0.249,0.826,9.145,3.447,1.411,9.016,180.000,0.127,25103.723,0.548,0.350,0.250,10.979,88.784,0.517,0.028,0.274,0.018,0.199,373424.654
Image883,0.193,4.363,0.699,308.114,0.008108,0.263,0.568,6.442,2.771,1.592,9.294,142.000,0.129,25101.038,0.554,0.378,0.295,11.836,88.775,0.555,0.031,0.287,0.019,0.202,373424.654
Image884,0.181,4.140,0.607,336.729,0.008768,0.241,0.975,8.689,3.127,1.013,8.322,36.700,0.135,24209.941,0.553,0.328,0.210,11.399,90.457,0.494,0.024,0.278,0.017,0.197,373424.654
Image885,0.190,9.278,0.659,324.958,0.009993,0.339,5.565,79.545,6.661,2.617,13.062,35.500,0.145,27564.977,0.481,0.557,0.323,12.959,88.934,0.576,0.030,0.266,0.031,0.180,373424.654
Image886,0.259,9.152,0.815,433.103,0.01958,0.401,3.177,37.798,6.734,2.418,11.441,22.300,0.203,27124.796,0.690,0.641,0.421,12.244,87.798,0.741,0.043,0.368,0.034,0.258,373424.654
Image887,0.198,5.127,0.617,358.221,0.008540,0.264,1.020,10.226,4.029,1.098,9.175,83.100,0.133,26620.199,0.600,0.354,0.234,11.587,90.042,0.547,0.027,0.304,0.018,0.215,373424.654
Image888,0.168,3.219,0.906,355.512,0.007127,0.229,1.264,8.223,2.364,0.855,11.558,0.000,0.121,29556.526,0.488,0.384,0.174,12.394,90.674,0.538,0.021,0.259,0.020,0.175,373424.654
Image889,0.275,5.347,0.606,505.469,0.02202,0.363,0.456,5.005,3.400,1.947,6.900,78.400,0.216,34798.435,0.803,0.488,0.364,12.590,89.113,0.784,0.040,0.429,0.024,0.295,373424.654
Image890,0.128,8.433,0.829,172.374,0.004240,0.186,3.079,71.972,6.366,2.067,11.210,0.000,0.095,21788.947,0.380,0.228,0.202,10.930,89.538,0.326,0.020,0.188,0.012,0.136,373424.654
Image891,0.118,4.009,0.787,152.402,0.002546,0.156,0.702,9.010,2.904,1.105,11.871,0.000,0.072,23818.073,0.362,0.197,0.150,10.625,89.664,0.310,0.017,0.177,0.010,0.130,373424.654
Image892,0.112,6.947,0.738,113.178,0.002026,0.189,6.742,123.046,5.483,1.464,14.039,0.000,0.065,27371.727,0.312,0.257,0.184,11.602,89.207,0.280,0.018,0.158,0.014,0.113,373424.654
Image893,0.132,4.314,0.614,221.739,0.004638,0.175,0.361,8.598,2.890,1.424,9.529,90.000,0.098,20151.689,0.398,0.205,0.196,10.755,88.898,0.336,0.021,0.196,0.010,0.144,373424.654
Image894,0.118,5.084,0.745,176.585,0.002727,0.166,2.475,33.862,4.295,0.790,11.011,78.700,0.075,22065.402,0.355,0.233,0.140,11.386,89.987,0.320,0.016,0.179,0.012,0.127,373424.654
Image895,0.099,5.241,0.815,103.018,0.001732,0.152,5.641,114.412,4.452,0.789,11.798,144.700,0.060,24290.462,0.283,0.214,0.140,11.516,88.881,0.266,0.015,0.145,0.011,0.103,373424.654
Image896,0.127,4.833,0.647,207.383,0.004268,0.176,1.001,14.630,3.322,1.511,9.604,74.100,0.094,22121.766,0.369,0.234,0.197,10.636,88.292,0.317,0.021,0.182,0.012,0.135,373424.654
Image897,0.114,5.757,0.859,209.307,0.003001,0.190,5.960,95.061,4.578,1.178,12.762,180.000,0.079,22274.756,0.316,0.305,0.163,11.277,88.965,0.311,0.017,0.160,0.016,0.115,373424.654
Image898,0.113,10.165,0.760,186.503,0.004591,0.239,7.894,122.604,7.629,2.535,12.727,56.700,0.100,34782.331,0.273,0.447,0.192,11.573,88.667,0.312,0.018,0.140,0.025,0.100,373424.654
Image899,0.351,14.167,0.439,750.001,0.05293,0.465,0.753,11.285,11.289,2.878,4.493,81.600,0.337,41317.941,1.034,0.615,0.469,12.026,89.044,0.995,0.052,0.538,0.031,0.378,373424.654
Image900,0.285,7.387,0.606,536.879,0.02968,0.373,0.237,4.350,5.677,1.710,5.785,11.500,0.249,39168.034,0.838,0.461,0.400,12.021,88.406,0.782,0.044,0.438,0.023,0.310,373424.654
Image901,0.249,3.881,0.633,385.818,0.01930,0.324,-0.238,3.842,1.896,1.985,7.111,134.300,0.199,45510.394,0.746,0.326,0.417,10.551,88.061,0.611,0.044,0.365,0.016,0.272,373424.654
Image902,0.371,13.410,0.486,713.085,0.05035,0.489,1.250,18.294,11.078,2.332,4.924,79.600,0.330,36674.571,1.135,0.630,0.414,11.489,90.154,1.022,0.049,0.573,0.032,0.407,373424.654
Image903,0.300,4.482,0.662,499.532,0.02416,0.387,0.343,3.892,2.718,1.764,6.951,30.000,0.224,34315.310,0.923,0.481,0.351,11.835,90.443,0.834,0.040,0.472,0.024,0.330,373424.654
Image904,0.302,5.064,0.695,479.645,0.02620,0.402,0.288,4.561,2.826,2.238,8.563,178.700,0.234,39584.059,0.872,0.551,0.443,11.644,87.891,0.860,0.048,0.453,0.028,0.324,373424.654
Image905,0.403,7.461,0.435,810.296,0.05582,0.514,0.408,4.076,5.111,2.350,5.370,83.700,0.347,43950.974,1.270,0.628,0.419,10.905,90.687,1.088,0.052,0.624,0.031,0.448,373424.654
Image906,0.303,4.436,0.655,601.038,0.03018,0.391,0.391,3.900,2.845,1.590,7.758,45.100,0.252,45888.842,0.923,0.493,0.343,12.428,90.414,0.852,0.040,0.486,0.024,0.334,373424.654
Image907,0.322,4.995,0.599,586.979,0.03190,0.414,0.459,3.820,3.262,1.732,6.458,125.500,0.259,41495.087,0.981,0.543,0.343,12.562,90.881,0.932,0.041,0.517,0.027,0.351,373424.654
Image908,0.143,5.901,0.600,152.610,0.003482,0.196,1.456,29.526,4.510,1.391,8.977,80.400,0.084,30869.017,0.420,0.230,0.231,11.178,88.411,0.367,0.024,0.211,0.012,0.154,373424.654
Image909,0.153,7.881,0.699,151.366,0.004068,0.225,3.662,66.397,5.892,1.989,10.426,25.500,0.091,34103.271,0.443,0.301,0.239,10.918,88.549,0.401,0.025,0.221,0.015,0.161,373424.654
Image910,0.137,3.826,0.679,141.998,0.003161,0.179,-0.153,4.167,2.565,1.261,10.605,157.300,0.080,35753.949,0.405,0.197,0.227,10.697,87.986,0.347,0.024,0.200,0.010,0.149,373424.654
Image911,0.163,2.958,0.537,194.110,0.004191,0.209,-0.064,3.679,1.258,1.700,8.191,55.700,0.092,25229.872,0.504,0.218,0.225,10.170,88.886,0.407,0.025,0.243,0.011,0.182,373424.654
Image912,0.133,2.502,0.689,150.352,0.002792,0.174,0.232,4.305,1.701,0.801,10.295,43.200,0.075,27471.036,0.399,0.212,0.181,11.566,88.930,0.357,0.020,0.204,0.010,0.146,373424.654
Image913,0.157,3.222,0.542,143.674,0.003389,0.210,-0.232,5.347,1.484,1.737,9.368,123.100,0.083,28278.929,0.453,0.251,0.265,11.646,88.021,0.421,0.027,0.235,0.012,0.169,373424.654
Image914,0.170,2.749,0.532,229.345,0.005116,0.216,-0.073,3.268,1.201,1.548,7.705,80.900,0.102,32071.462,0.533,0.208,0.226,10.191,89.136,0.415,0.025,0.256,0.010,0.192,373424.654
Image915,0.135,2.798,0.913,186.129,0.003020,0.173,0.185,3.792,1.860,0.938,13.409,0.000,0.078,39044.569,0.420,0.202,0.170,10.608,89.506,0.356,0.020,0.205,0.010,0.149,373424.654
Image916,0.188,3.214,0.529,264.161,0.006739,0.246,0.149,3.951,1.789,1.425,8.052,90.000,0.117,37286.530,0.555,0.300,0.268,12.207,88.988,0.518,0.029,0.290,0.015,0.203,373424.654
Image917,0.109,1.748,0.649,50.387,0.0005879,0.139,-0.123,3.582,0.911,0.837,14.969,0.000,0.034,12381.425,0.344,0.133,0.155,9.525,89.012,0.262,0.017,0.161,0.007,0.123,373424.654
Image918,0.108,6.115,0.593,50.521,0.0007791,0.165,6.011,140.030,4.954,1.162,12.862,0.000,0.040,17475.712,0.317,0.190,0.181,10.359,88.619,0.267,0.018,0.154,0.010,0.114,373424.654
Image919,0.101,2.008,0.598,42.189,0.0004953,0.131,-0.408,4.306,1.078,0.930,16.876,0.000,0.032,16756.393,0.312,0.120,0.172,9.073,88.631,0.234,0.018,0.144,0.006,0.111,373424.654
Image920,0.117,2.424,0.746,44.482,0.0006629,0.150,-0.174,3.523,1.610,0.814,14.963,0.000,0.037,9716.185,0.363,0.146,0.175,10.099,88.960,0.287,0.019,0.174,0.007,0.131,373424.654
Image921,0.092,2.051,0.488,36.073,0.0003743,0.118,-0.043,3.636,1.398,0.652,15.519,0.000,0.027,20927.374,0.284,0.126,0.129,10.332,89.081,0.232,0.014,0.138,0.006,0.103,373424.654
Image922,0.109,4.056,0.730,47.844,0.0006535,0.140,-0.100,4.835,3.226,0.830,14.677,0.000,0.037,17022.111,0.332,0.145,0.163,10.344,88.678,0.271,0.017,0.162,0.007,0.120,373424.654
Image923,0.118,2.002,0.698,69.012,0.0007715,0.150,-0.090,3.615,1.223,0.779,14.068,180.000,0.039,12601.516,0.368,0.152,0.163,9.779,89.233,0.289,0.018,0.174,0.008,0.132,373424.654
Image924,0.082,2.345,0.550,48.750,0.0003783,0.104,-0.116,4.013,1.688,0.657,18.757,180.000,0.028,23689.239,0.263,0.087,0.117,9.443,89.357,0.189,0.013,0.122,0.004,0.092,373424.654
Image925,0.129,5.151,0.638,63.454,0.001091,0.174,0.690,14.970,3.339,1.813,11.881,113.600,0.047,20165.109,0.374,0.207,0.208,12.307,88.718,0.345,0.021,0.196,0.010,0.137,373424.654
Image926,0.164,9.358,0.787,357.535,0.006965,0.245,2.346,38.215,7.171,2.187,12.647,178.600,0.122,16710.764,0.459,0.352,0.275,11.987,89.319,0.438,0.026,0.236,0.019,0.167,373424.654
Image927,0.280,12.647,0.862,599.946,0.02090,0.581,4.369,38.235,8.033,4.614,12.247,157.000,0.213,20320.783,0.480,1.404,0.592,13.006,84.009,1.455,0.056,0.288,0.085,0.202,373424.654
Image928,0.220,12.349,0.663,363.985,0.01247,0.479,5.546,65.886,9.216,3.134,12.488,49.400,0.164,21346.082,0.438,1.061,0.501,10.955,85.280,0.836,0.046,0.226,0.057,0.173,373424.654
Image929,0.233,10.294,0.291,558.054,0.01514,0.427,4.034,41.246,7.596,2.699,9.302,22.600,0.181,17220.730,0.556,0.851,0.466,11.700,88.245,0.755,0.041,0.291,0.047,0.204,373424.654
Image930,0.199,8.657,0.731,468.965,0.01182,0.359,4.019,35.726,6.535,2.122,11.029,11.600,0.159,18369.494,0.442,0.808,0.308,13.404,88.915,0.929,0.029,0.255,0.048,0.164,373424.654
Image931,0.207,10.729,0.793,432.598,0.01251,0.435,5.441,61.603,7.634,3.094,12.189,94.000,0.164,22124.450,0.414,0.967,0.444,12.429,87.466,0.884,0.038,0.231,0.056,0.157,373424.654
Image932,0.188,10.562,0.437,411.751,0.009362,0.336,5.574,82.648,7.097,3.465,10.245,53.300,0.142,16804.705,0.494,0.558,0.312,11.806,88.903,0.515,0.030,0.257,0.030,0.181,373424.654
Image933,0.177,11.030,0.776,428.128,0.01112,0.366,5.899,79.329,8.777,2.253,11.514,104.700,0.154,21786.263,0.382,0.788,0.365,12.073,88.339,0.727,0.031,0.205,0.045,0.141,373424.654
Image934,0.212,11.403,0.158,490.078,0.01364,0.432,5.948,72.206,8.428,2.975,10.912,114.100,0.171,22690.781,0.448,0.884,0.384,13.531,88.375,0.862,0.034,0.261,0.053,0.170,373424.654
Image935,0.122,4.692,0.511,151.333,0.002211,0.172,1.006,17.654,3.289,1.404,9.724,0.000,0.067,13342.308,0.352,0.227,0.204,11.056,88.752,0.315,0.020,0.175,0.012,0.129,373424.654
Image936,0.110,7.516,0.533,180.754,0.002975,0.183,4.085,65.901,5.453,2.063,11.119,0.000,0.079,16710.764,0.301,0.275,0.212,11.369,89.471,0.290,0.019,0.153,0.014,0.108,373424.654
Image937,0.099,5.500,0.528,137.164,0.001949,0.145,2.509,52.569,4.197,1.302,9.959,0.000,0.064,16219.587,0.293,0.191,0.172,10.377,89.421,0.254,0.017,0.142,0.010,0.104,373424.654
Image938,0.111,3.461,0.148,128.960,0.001555,0.145,0.201,6.442,2.244,1.217,11.790,0.000,0.057,13991.843,0.341,0.161,0.157,11.012,89.982,0.280,0.016,0.168,0.008,0.122,373424.654
Image939,0.105,10.224,0.707,87.633,0.001965,0.203,11.725,348.309,7.947,2.278,11.587,0.000,0.065,16163.222,0.289,0.241,0.196,11.310,88.797,0.253,0.018,0.146,0.013,0.106,373424.654
Image940,0.102,3.737,0.573,74.793,0.001092,0.136,0.494,9.867,2.724,1.012,12.413,180.000,0.047,14284.402,0.313,0.156,0.155,10.816,89.810,0.258,0.016,0.153,0.008,0.111,373424.654
Image941,0.094,4.200,0.038,130.784,0.001295,0.127,0.574,9.447,3.348,0.852,13.499,180.000,0.052,14764.843,0.276,0.164,0.140,12.199,89.301,0.259,0.015,0.144,0.008,0.101,373424.654
Image942,0.087,3.727,0.038,102.378,0.001135,0.118,0.695,10.949,2.825,0.901,13.519,180.000,0.049,17475.712,0.256,0.150,0.128,11.645,88.892,0.234,0.014,0.130,0.008,0.093,373424.654
Image943,0.104,1.389,0.523,40.782,0.0007251,0.132,-0.159,3.435,0.598,0.791,12.877,180.000,0.038,12676.669,0.328,0.124,0.150,10.126,89.668,0.253,0.016,0.156,0.006,0.116,373424.654
Image944,0.123,5.515,0.452,278.685,0.01141,0.173,-0.134,12.565,3.119,2.395,3.611,85.000,0.155,46331.707,0.351,0.215,0.231,11.222,88.553,0.320,0.022,0.177,0.011,0.128,373424.654
Image945,0.120,4.464,0.510,217.060,0.007476,0.169,0.378,13.570,2.919,1.545,5.822,0.000,0.125,37490.516,0.348,0.214,0.218,10.613,88.568,0.308,0.021,0.170,0.011,0.126,373424.654
Image946,0.123,8.383,0.366,193.941,0.007395,0.242,6.894,107.979,6.273,2.110,9.200,176.100,0.125,57419.431,0.304,0.434,0.235,11.046,87.614,0.338,0.022,0.153,0.023,0.113,373424.654
Image947,0.165,5.999,0.389,413.823,0.01942,0.236,-0.007,9.862,3.575,2.424,3.291,90.000,0.204,33351.743,0.452,0.317,0.340,11.279,87.545,0.445,0.032,0.231,0.016,0.168,373424.654
Image948,0.167,12.793,0.462,247.717,0.01058,0.341,7.462,122.998,9.089,3.705,13.645,53.700,0.150,25774.730,0.409,0.543,0.337,12.336,88.748,0.480,0.029,0.218,0.030,0.150,373424.654
Image949,0.104,4.578,0.929,189.636,0.005467,0.153,2.245,17.587,3.398,1.180,7.299,0.000,0.106,43714.779,0.284,0.298,0.118,12.150,89.628,0.371,0.013,0.151,0.016,0.104,373424.654
Image950,0.150,5.505,0.345,312.732,0.01230,0.205,-0.397,7.777,2.915,2.591,3.784,99.000,0.161,30863.649,0.435,0.224,0.294,10.104,87.719,0.362,0.029,0.210,0.011,0.160,373424.654
