name,Sa,Sz,Str,Spc,Sdr,Sq,Ssk,Sku,Sp,Sv,Sal,Std,Sdq,Spd,Sk,Spk,Svk,Smr1,Smr2,Sxp,Vvv,Vvc,Vmp,Vmc,Area size
Image698,0.097,6.003,0.562,295.561,0.009975,0.149,2.206,33.254,4.060,1.943,7.817,0.000,0.144,86423.047,0.263,0.227,0.176,12.127,88.485,0.271,0.017,0.139,0.012,0.097,373424.654
Image699,0.149,7.676,0.594,436.300,0.01896,0.229,2.050,19.863,3.596,4.079,8.385,178.000,0.199,71693.097,0.398,0.401,0.253,11.885,88.591,0.445,0.025,0.208,0.021,0.146,373424.654
Image700,0.102,5.431,0.679,356.982,0.01431,0.166,3.371,51.275,3.783,1.648,8.348,0.000,0.172,110965.808,0.267,0.272,0.196,11.947,88.081,0.296,0.018,0.140,0.015,0.099,373424.654
Image701,0.197,9.232,0.792,699.500,0.04975,0.322,2.613,22.855,5.482,3.750,6.748,75.000,0.328,93720.922,0.443,0.635,0.348,14.165,86.257,0.729,0.034,0.275,0.036,0.178,373424.654
Image702,0.093,5.776,0.932,312.200,0.008628,0.145,3.917,55.201,4.490,1.287,8.660,180.000,0.133,84281.192,0.252,0.247,0.127,13.139,90.369,0.301,0.013,0.139,0.013,0.092,373424.654
Image703,0.135,5.621,0.652,427.469,0.01717,0.204,2.073,22.748,3.868,1.753,8.508,178.200,0.189,85027.352,0.371,0.349,0.204,12.006,89.555,0.418,0.020,0.194,0.019,0.135,373424.654
Image704,0.110,4.731,0.585,346.888,0.01232,0.157,1.321,17.250,3.152,1.580,6.106,77.100,0.160,85829.877,0.314,0.228,0.181,11.275,89.030,0.297,0.018,0.158,0.012,0.114,373424.654
Image705,0.135,4.929,0.785,540.376,0.02523,0.191,1.726,13.546,3.400,1.528,4.935,0.000,0.230,97964.372,0.370,0.334,0.150,14.126,90.592,0.465,0.017,0.215,0.018,0.136,373424.654
Image706,0.258,22.484,0.561,482.090,0.05620,0.696,8.910,144.508,17.321,5.163,7.185,33.400,0.370,92199.077,0.340,1.330,0.716,14.673,83.962,1.169,0.064,0.240,0.087,0.148,373424.654
Image707,0.178,3.071,0.609,233.960,0.006162,0.234,-0.029,4.279,1.591,1.480,8.057,73.200,0.112,25331.865,0.525,0.278,0.286,10.625,88.106,0.463,0.030,0.259,0.014,0.192,373424.654
Image708,0.193,3.367,0.572,208.009,0.007874,0.255,0.014,4.185,1.966,1.401,6.715,0.000,0.127,26397.424,0.562,0.307,0.314,11.243,87.709,0.514,0.033,0.284,0.015,0.207,373424.654
Image709,0.158,3.465,0.493,152.080,0.004450,0.208,-0.114,4.330,2.107,1.358,7.130,180.000,0.095,35144.675,0.471,0.234,0.268,10.317,88.337,0.399,0.027,0.228,0.012,0.170,373424.654
Image710,0.230,4.343,0.543,391.503,0.01292,0.294,-0.030,3.465,1.726,2.617,6.371,84.600,0.163,27978.317,0.705,0.307,0.319,10.399,88.554,0.573,0.035,0.344,0.015,0.257,373424.654
Image711,0.208,3.949,0.544,310.294,0.009312,0.265,0.104,3.486,2.526,1.422,6.499,30.600,0.138,26386.688,0.638,0.291,0.267,11.413,89.426,0.543,0.030,0.321,0.014,0.231,373424.654
Image712,0.150,3.347,0.566,124.120,0.003198,0.195,0.000,3.857,1.771,1.576,8.543,140.500,0.080,21563.488,0.458,0.221,0.224,10.615,89.113,0.391,0.024,0.224,0.011,0.164,373424.654
Image713,0.287,4.598,0.487,537.634,0.02708,0.364,0.060,3.414,2.158,2.440,5.196,88.300,0.238,44866.227,0.906,0.384,0.363,10.432,90.024,0.729,0.041,0.437,0.019,0.320,373424.654
Image714,0.212,3.160,0.496,339.497,0.009653,0.271,0.140,3.449,1.814,1.346,6.573,73.100,0.141,29148.554,0.650,0.300,0.268,11.843,89.719,0.561,0.030,0.332,0.015,0.235,373424.654
Image715,0.117,3.291,0.680,133.921,0.002103,0.155,0.549,7.160,2.494,0.797,10.397,143.100,0.065,22819.614,0.351,0.201,0.159,11.609,89.348,0.326,0.017,0.179,0.010,0.127,373424.654
Image716,0.104,2.211,0.663,67.400,0.001136,0.134,-0.089,3.834,1.090,1.122,11.141,90.000,0.048,13608.027,0.323,0.135,0.154,10.077,89.209,0.255,0.016,0.154,0.007,0.115,373424.654
Image717,0.092,3.589,0.616,62.226,0.001068,0.122,0.355,7.859,2.701,0.888,9.822,180.000,0.047,16530.934,0.274,0.146,0.140,11.130,88.800,0.240,0.015,0.137,0.007,0.099,373424.654
Image718,0.081,3.941,0.605,109.772,0.001485,0.111,1.707,27.795,2.693,1.248,11.231,0.000,0.055,26437.685,0.245,0.137,0.115,10.868,89.164,0.209,0.012,0.121,0.007,0.088,373424.654
Image719,0.103,3.855,0.597,68.176,0.001254,0.131,-0.072,5.024,2.504,1.351,10.581,90.000,0.051,12872.603,0.320,0.129,0.143,9.415,88.481,0.245,0.016,0.150,0.006,0.116,373424.654
Image720,0.092,2.266,0.545,58.078,0.0008701,0.118,0.000,4.068,1.635,0.631,10.751,63.600,0.042,15207.708,0.282,0.125,0.131,10.971,89.622,0.234,0.014,0.139,0.006,0.101,373424.654
Image721,0.079,3.687,0.779,90.601,0.001127,0.106,1.279,21.049,2.950,0.737,12.494,0.000,0.048,21746.002,0.240,0.127,0.107,10.491,89.044,0.201,0.012,0.118,0.006,0.087,373424.654
Image722,0.105,2.366,0.582,64.252,0.001158,0.133,-0.093,3.533,1.092,1.274,10.727,106.900,0.048,13997.211,0.331,0.126,0.142,9.508,88.812,0.249,0.016,0.155,0.006,0.119,373424.654
Image723,0.085,10.201,0.624,62.498,0.001075,0.127,5.335,144.691,8.673,1.529,11.608,64.000,0.048,17365.667,0.257,0.156,0.125,10.038,89.609,0.211,0.013,0.123,0.008,0.091,373424.654
Image724,0.083,2.928,0.743,89.226,0.001293,0.110,0.598,7.396,2.289,0.639,12.006,90.000,0.051,21920.464,0.246,0.149,0.110,12.014,89.384,0.237,0.012,0.128,0.007,0.090,373424.654
Image725,0.167,3.950,0.556,209.051,0.005224,0.215,0.156,3.956,2.603,1.347,6.397,0.000,0.103,20366.411,0.514,0.239,0.220,11.325,89.803,0.435,0.024,0.257,0.012,0.184,373424.654
Image726,0.146,6.145,0.759,142.738,0.004032,0.205,2.215,36.234,4.827,1.318,9.399,180.000,0.091,19945.019,0.424,0.271,0.213,12.206,89.588,0.403,0.022,0.221,0.014,0.153,373424.654
Image727,0.131,7.070,0.695,93.071,0.002676,0.202,3.444,56.759,4.923,2.148,10.502,0.000,0.075,14890.992,0.377,0.274,0.212,11.326,89.368,0.341,0.021,0.189,0.014,0.136,373424.654
Image728,0.161,3.570,0.363,106.596,0.003516,0.210,0.449,4.486,2.219,1.351,6.353,61.900,0.084,12928.967,0.481,0.288,0.200,12.570,90.848,0.475,0.022,0.255,0.014,0.172,373424.654
Image729,0.124,2.755,0.499,91.316,0.001834,0.160,0.297,3.911,2.026,0.730,10.828,0.000,0.061,18490.275,0.383,0.198,0.150,11.505,90.343,0.345,0.017,0.193,0.010,0.136,373424.654
Image730,0.128,3.989,0.719,73.440,0.001749,0.168,0.656,7.630,3.274,0.715,12.790,0.000,0.059,17376.403,0.382,0.223,0.162,12.250,90.169,0.366,0.018,0.200,0.011,0.138,373424.654
Image731,0.125,5.744,0.486,105.729,0.002294,0.168,1.927,33.572,4.453,1.291,6.817,0.000,0.069,11525.220,0.381,0.214,0.148,11.727,90.418,0.346,0.017,0.194,0.011,0.136,373424.654
Image732,0.105,3.185,0.546,59.058,0.001008,0.138,0.341,4.434,2.425,0.760,10.851,0.000,0.045,13981.107,0.310,0.187,0.143,12.628,90.054,0.308,0.015,0.165,0.009,0.112,373424.654
Image733,0.145,2.260,0.280,77.064,0.002023,0.190,0.513,4.409,1.486,0.774,10.569,61.500,0.064,14381.027,0.425,0.263,0.176,12.936,89.842,0.430,0.020,0.227,0.013,0.155,373424.654
Image734,0.107,6.212,0.848,182.295,0.002577,0.147,0.953,17.451,4.489,1.723,13.269,0.000,0.074,20409.356,0.315,0.181,0.169,11.015,88.354,0.274,0.018,0.157,0.009,0.115,373424.654
Image735,0.092,5.308,0.677,140.746,0.001689,0.147,6.091,113.183,4.051,1.257,13.118,0.000,0.059,22132.502,0.263,0.184,0.148,10.652,88.326,0.219,0.015,0.129,0.009,0.096,373424.654
Image736,0.087,3.924,0.652,145.902,0.001784,0.120,0.662,16.002,2.784,1.140,13.113,0.000,0.061,26746.348,0.248,0.142,0.150,11.646,87.740,0.222,0.015,0.128,0.007,0.093,373424.654
Image737,0.103,3.469,0.648,125.528,0.001354,0.132,-0.022,4.286,1.439,2.031,11.427,84.400,0.053,13154.426,0.319,0.140,0.144,10.567,89.572,0.259,0.016,0.155,0.007,0.114,373424.654
Image738,0.077,3.713,0.763,86.317,0.0008750,0.101,0.365,6.576,2.634,1.079,12.895,180.000,0.042,19657.828,0.230,0.130,0.106,11.920,89.914,0.213,0.011,0.118,0.006,0.082,373424.654
Image739,0.077,4.765,0.667,142.276,0.001586,0.104,0.567,11.661,3.148,1.617,12.448,0.000,0.057,24921.209,0.224,0.137,0.120,11.569,89.069,0.209,0.012,0.115,0.007,0.081,373424.654
Image740,0.119,2.441,0.518,79.099,0.001098,0.154,0.088,3.862,0.935,1.506,10.152,90.000,0.047,10507.973,0.358,0.181,0.167,11.420,89.149,0.319,0.018,0.182,0.009,0.130,373424.654
Image741,0.072,2.615,0.823,87.297,0.0008519,0.095,0.593,7.714,1.823,0.791,13.518,0.000,0.042,19201.543,0.214,0.123,0.095,12.095,89.723,0.201,0.010,0.111,0.006,0.078,373424.654
Image742,0.088,4.269,0.650,168.975,0.002025,0.126,2.081,26.951,3.361,0.908,11.409,180.000,0.065,23079.965,0.247,0.191,0.131,11.845,88.479,0.249,0.014,0.128,0.010,0.091,373424.654
Image743,0.127,8.018,0.746,112.444,0.002149,0.191,4.972,113.766,5.871,2.147,12.477,0.000,0.068,12233.804,0.379,0.216,0.196,11.057,89.745,0.313,0.020,0.187,0.011,0.135,373424.654
Image744,0.218,21.054,0.863,248.460,0.01038,0.597,5.240,81.485,14.913,6.141,17.024,128.900,0.155,14088.468,0.416,1.058,0.793,10.335,87.790,0.409,0.059,0.202,0.054,0.151,373424.654
Image745,0.103,3.546,0.451,69.869,0.0009222,0.132,0.349,5.576,2.409,1.137,13.269,180.000,0.043,16222.271,0.323,0.153,0.120,10.368,89.934,0.268,0.014,0.156,0.008,0.115,373424.654
Image746,0.129,5.676,0.618,125.717,0.002384,0.172,0.455,9.937,3.129,2.547,11.107,180.000,0.070,13653.655,0.395,0.192,0.193,10.513,89.369,0.321,0.020,0.192,0.010,0.142,373424.654
Image747,0.121,8.329,0.700,124.502,0.002625,0.194,5.463,95.409,6.771,1.557,11.540,0.000,0.074,16407.469,0.353,0.274,0.180,10.754,89.622,0.304,0.018,0.173,0.014,0.126,373424.654
Image748,0.103,5.690,0.588,103.008,0.001758,0.167,6.053,100.941,4.850,0.840,12.224,0.000,0.062,17215.362,0.302,0.240,0.140,10.611,89.541,0.261,0.015,0.148,0.012,0.108,373424.654
Image749,0.151,11.325,0.562,153.832,0.004789,0.213,2.529,75.443,8.599,2.726,9.444,180.000,0.102,15980.708,0.457,0.238,0.235,9.871,88.572,0.360,0.025,0.218,0.012,0.164,373424.654
Image750,0.118,6.976,0.717,143.772,0.002649,0.174,2.976,40.793,5.359,1.617,11.799,0.000,0.074,20253.682,0.352,0.252,0.163,10.670,89.872,0.312,0.017,0.172,0.013,0.125,373424.654
Image751,0.097,5.108,0.744,77.390,0.001067,0.137,2.675,43.109,3.713,1.395,13.984,180.000,0.047,18125.247,0.283,0.185,0.130,12.302,89.489,0.274,0.014,0.149,0.009,0.103,373424.654
Image752,0.116,3.471,0.620,193.637,0.002682,0.158,0.558,8.900,2.130,1.340,10.000,90.000,0.075,15288.229,0.336,0.211,0.181,11.459,88.792,0.314,0.019,0.170,0.011,0.123,373424.654
Image753,0.491,12.395,0.722,531.084,0.02341,0.745,0.495,7.682,6.340,6.055,14.097,25.900,0.223,12953.124,0.984,1.328,1.063,18.011,85.175,1.800,0.102,0.805,0.066,0.442,373424.654
Image754,0.546,17.961,0.629,579.743,0.02927,0.731,-0.245,7.116,4.997,12.965,13.898,117.500,0.252,18388.282,1.585,0.852,0.944,11.113,88.015,1.412,0.096,0.794,0.043,0.583,373424.654
Image755,0.315,10.046,0.777,286.146,0.009985,0.446,0.021,8.062,4.970,5.077,12.177,102.200,0.145,14029.419,0.825,0.646,0.592,13.549,87.536,0.970,0.057,0.467,0.033,0.317,373424.654
Image756,0.101,4.522,0.603,80.585,0.001084,0.137,1.492,31.619,3.040,1.482,11.154,90.000,0.047,12577.360,0.309,0.151,0.151,10.280,89.030,0.248,0.016,0.149,0.008,0.111,373424.654
Image757,0.287,7.909,0.878,315.524,0.009020,0.484,1.115,11.347,4.717,3.192,14.576,115.100,0.137,14142.148,0.504,1.071,0.696,15.275,83.645,1.285,0.067,0.401,0.060,0.228,373424.654
Image758,0.621,18.577,0.607,756.147,0.03832,0.829,-0.373,5.344,6.511,12.066,13.493,126.000,0.289,21209.197,1.785,0.882,1.161,10.240,86.936,1.499,0.117,0.873,0.044,0.672,373424.654
Image759,0.489,13.377,0.606,693.587,0.03219,0.694,0.144,6.159,5.687,7.690,12.141,114.000,0.263,21101.835,1.163,0.999,0.982,16.084,85.886,1.498,0.097,0.753,0.050,0.484,373424.654
Image760,0.105,4.353,0.611,126.478,0.001960,0.140,0.805,19.597,2.738,1.614,11.107,90.000,0.064,17381.771,0.327,0.139,0.155,9.855,89.103,0.250,0.017,0.155,0.007,0.117,373424.654
Image761,0.105,2.121,0.634,74.950,0.0009057,0.142,0.364,5.686,1.334,0.787,11.936,112.800,0.043,15092.295,0.307,0.195,0.159,11.203,88.311,0.292,0.017,0.156,0.010,0.113,373424.654
Image762,0.351,7.755,0.638,421.763,0.01458,0.531,-0.315,6.889,3.384,4.371,13.090,123.600,0.175,19507.522,0.646,0.826,0.886,18.872,82.421,1.156,0.087,0.554,0.039,0.325,373424.654
Image763,0.682,15.113,0.529,1002.700,0.06894,0.929,-0.345,5.818,5.826,9.287,12.175,124.300,0.393,27116.744,1.878,1.123,1.294,11.941,86.805,1.833,0.130,0.986,0.056,0.716,373424.654
Image764,0.143,5.818,0.664,184.173,0.004226,0.202,1.271,15.534,4.161,1.657,10.615,23.600,0.093,19032.449,0.413,0.300,0.225,10.891,88.758,0.395,0.023,0.205,0.015,0.150,373424.654
Image765,0.148,4.680,0.587,188.537,0.004267,0.199,0.739,8.764,3.302,1.378,10.325,0.000,0.093,23898.594,0.440,0.277,0.208,10.666,88.825,0.400,0.023,0.217,0.014,0.159,373424.654
Image766,0.135,3.475,0.645,213.957,0.003974,0.188,0.770,8.744,2.371,1.104,13.357,154.600,0.090,29247.863,0.386,0.272,0.221,11.412,88.552,0.378,0.022,0.196,0.014,0.141,373424.654
Image767,0.176,6.117,0.535,223.905,0.005427,0.229,0.308,7.068,4.825,1.292,8.426,90.000,0.106,18366.810,0.543,0.256,0.253,10.369,89.524,0.444,0.027,0.262,0.013,0.192,373424.654
Image768,0.141,3.550,0.741,240.386,0.004281,0.194,1.212,9.788,2.818,0.732,11.669,178.100,0.094,23050.440,0.402,0.302,0.174,12.230,88.897,0.418,0.020,0.213,0.016,0.149,373424.654
Image769,0.138,3.269,0.749,224.369,0.004384,0.187,0.607,7.103,2.237,1.031,11.612,90.000,0.095,26392.056,0.399,0.260,0.209,11.727,88.613,0.385,0.022,0.205,0.013,0.146,373424.654
Image770,0.185,4.249,0.525,267.933,0.006455,0.239,0.236,4.913,2.653,1.597,8.390,87.200,0.115,23216.850,0.579,0.254,0.243,10.498,89.637,0.461,0.027,0.280,0.013,0.206,373424.654
Image771,0.136,4.884,0.878,233.338,0.003415,0.182,0.997,9.054,4.177,0.706,12.680,180.000,0.084,23600.666,0.409,0.259,0.158,11.198,89.510,0.378,0.019,0.205,0.013,0.148,373424.654
Image772,0.156,6.417,0.595,289.898,0.006293,0.222,2.342,34.389,5.311,1.106,9.383,93.700,0.114,29247.863,0.446,0.318,0.224,11.994,88.869,0.442,0.024,0.233,0.016,0.164,373424.654
Image773,0.113,9.379,0.640,340.562,0.006752,0.156,0.740,26.607,6.595,2.784,11.724,0.000,0.118,45749.273,0.326,0.175,0.210,10.711,88.021,0.276,0.021,0.161,0.009,0.119,373424.654
Image774,0.105,13.828,0.648,398.873,0.01093,0.207,17.794,664.854,11.749,2.078,9.646,0.000,0.155,48642.656,0.287,0.228,0.211,10.310,87.285,0.248,0.020,0.140,0.012,0.106,373424.654
Image775,0.091,7.600,0.704,439.887,0.01206,0.140,3.468,85.366,5.410,2.190,11.383,0.000,0.159,56992.670,0.256,0.188,0.177,10.345,87.936,0.224,0.017,0.124,0.010,0.093,373424.654
Image776,0.124,13.768,0.611,369.719,0.01032,0.239,12.721,408.230,11.167,2.602,8.857,118.400,0.150,58538.671,0.339,0.308,0.231,10.178,87.952,0.279,0.022,0.164,0.016,0.123,373424.654
Image777,0.096,4.845,0.559,407.235,0.008099,0.131,1.131,20.537,3.891,0.954,11.586,0.000,0.130,53991.926,0.274,0.176,0.148,12.185,88.721,0.266,0.015,0.143,0.009,0.101,373424.654
Image778,0.084,7.037,0.730,388.349,0.008130,0.121,3.454,91.334,5.784,1.253,12.415,0.000,0.130,54896.444,0.245,0.156,0.128,11.831,89.196,0.227,0.013,0.126,0.008,0.089,373424.654
Image779,0.166,21.408,0.058,447.209,0.02247,0.476,10.502,179.099,17.709,3.698,5.953,17.800,0.231,56587.382,0.342,0.735,0.465,10.732,86.923,0.325,0.039,0.170,0.039,0.128,373424.654
Image780,0.103,8.869,0.853,527.038,0.01210,0.176,8.116,195.482,7.564,1.305,11.555,0.000,0.160,50596.629,0.280,0.275,0.148,12.115,89.309,0.307,0.015,0.147,0.015,0.102,373424.654
Image781,0.101,7.076,0.751,496.072,0.01187,0.146,2.354,49.500,5.443,1.632,10.809,180.000,0.158,56085.468,0.287,0.217,0.158,11.714,89.090,0.294,0.016,0.148,0.011,0.103,373424.654
Image782,0.175,7.006,0.700,352.416,0.007265,0.258,2.146,23.551,5.365,1.641,10.246,56.300,0.124,17140.209,0.494,0.395,0.266,11.516,88.829,0.470,0.027,0.251,0.021,0.181,373424.654
Image783,0.158,5.785,0.712,257.117,0.004434,0.219,1.316,17.054,4.128,1.657,10.701,0.000,0.096,18423.175,0.455,0.314,0.232,11.266,88.186,0.438,0.025,0.232,0.016,0.168,373424.654
Image784,0.149,5.738,0.667,244.672,0.004130,0.211,1.333,20.927,4.352,1.386,9.926,0.000,0.092,19424.317,0.430,0.290,0.250,10.377,88.263,0.384,0.025,0.210,0.015,0.157,373424.654
Image785,0.188,5.410,0.577,304.920,0.005753,0.251,0.574,9.451,3.954,1.456,8.892,86.500,0.110,14158.253,0.566,0.283,0.285,10.341,88.359,0.448,0.031,0.275,0.014,0.205,373424.654
Image786,0.152,4.619,0.841,308.151,0.004515,0.207,1.156,11.046,3.290,1.329,11.514,42.700,0.097,18396.334,0.445,0.300,0.192,11.580,89.102,0.422,0.022,0.228,0.015,0.162,373424.654
Image787,0.167,4.471,0.579,267.463,0.004472,0.224,0.259,5.550,3.069,1.402,9.978,128.000,0.096,18777.466,0.479,0.283,0.268,12.045,88.012,0.448,0.028,0.250,0.014,0.178,373424.654
Image788,0.184,5.661,0.478,327.654,0.006192,0.241,0.383,7.089,4.172,1.489,8.201,108.200,0.114,17022.111,0.568,0.274,0.257,9.832,88.875,0.454,0.028,0.270,0.014,0.205,373424.654
Image789,0.153,6.714,0.748,378.377,0.006448,0.255,4.163,42.929,5.425,1.289,11.598,143.100,0.117,20224.158,0.397,0.480,0.207,12.445,89.212,0.483,0.021,0.212,0.027,0.146,373424.654
Image790,0.209,6.782,0.619,460.449,0.009097,0.296,1.797,15.741,5.206,1.576,9.766,122.200,0.138,20267.102,0.599,0.478,0.257,12.056,89.818,0.617,0.028,0.313,0.025,0.217,373424.654
Image791,0.251,4.938,0.484,322.798,0.006402,0.329,0.035,4.261,3.096,1.842,9.917,72.300,0.115,15508.319,0.745,0.387,0.385,10.870,88.086,0.654,0.041,0.369,0.019,0.273,373424.654
Image792,0.186,4.455,0.646,258.206,0.003752,0.244,0.225,5.616,3.361,1.094,10.809,40.200,0.088,15602.260,0.555,0.295,0.275,10.495,88.044,0.482,0.030,0.273,0.015,0.204,373424.654
Image793,0.138,3.463,0.747,133.833,0.002004,0.184,-0.031,5.493,2.108,1.355,12.484,90.000,0.064,17175.101,0.403,0.211,0.235,11.035,88.100,0.354,0.024,0.201,0.011,0.148,373424.654
Image794,0.253,3.551,0.420,245.005,0.004687,0.323,-0.096,3.382,1.787,1.764,9.049,73.200,0.098,12263.328,0.772,0.325,0.357,10.470,88.165,0.623,0.040,0.377,0.016,0.284,373424.654
Image795,0.154,3.301,0.540,174.223,0.002005,0.200,0.137,4.050,2.348,0.953,10.512,74.800,0.064,14209.249,0.462,0.237,0.213,11.226,88.545,0.408,0.024,0.233,0.012,0.170,373424.654
Image796,0.176,3.025,0.525,145.667,0.002670,0.232,-0.001,4.222,1.900,1.124,9.563,86.600,0.073,15433.166,0.509,0.282,0.286,11.623,88.026,0.472,0.030,0.261,0.014,0.189,373424.654
Image797,0.228,3.963,0.413,227.157,0.004420,0.291,-0.059,3.669,2.386,1.577,8.557,63.600,0.095,12988.016,0.721,0.283,0.320,10.030,89.628,0.553,0.035,0.343,0.014,0.254,373424.654
Image798,0.164,8.940,0.687,232.663,0.003531,0.242,3.215,47.701,7.461,1.480,12.214,55.800,0.086,16002.180,0.467,0.344,0.226,11.714,88.585,0.436,0.024,0.241,0.018,0.173,373424.654
Image799,0.180,2.472,0.574,166.414,0.003087,0.234,0.279,3.888,1.451,1.021,9.188,106.700,0.079,16952.327,0.530,0.311,0.234,11.960,88.801,0.519,0.026,0.278,0.015,0.195,373424.654
Image800,0.098,3.069,0.689,166.500,0.001758,0.131,0.201,6.014,1.920,1.149,13.172,0.000,0.060,15223.812,0.288,0.164,0.156,10.782,88.330,0.257,0.016,0.143,0.008,0.105,373424.654
Image801,0.100,4.459,0.665,122.801,0.001355,0.142,2.050,29.979,3.475,0.984,13.432,180.000,0.053,16206.167,0.283,0.193,0.153,11.651,87.889,0.268,0.016,0.146,0.010,0.105,373424.654
Image802,0.083,3.203,0.649,102.318,0.001318,0.122,2.265,25.199,2.418,0.785,10.489,0.000,0.052,18315.813,0.230,0.187,0.122,12.240,88.191,0.238,0.013,0.122,0.010,0.086,373424.654
Image803,0.091,3.303,0.642,177.627,0.001732,0.122,0.908,13.439,2.093,1.210,11.201,90.000,0.060,14359.555,0.276,0.149,0.125,10.755,89.615,0.236,0.014,0.135,0.007,0.098,373424.654
Image804,0.093,3.325,0.682,166.182,0.001749,0.125,1.122,12.837,2.409,0.916,12.122,0.000,0.060,16487.990,0.283,0.172,0.115,11.135,90.232,0.256,0.013,0.141,0.009,0.100,373424.654
Image805,0.096,4.893,0.649,178.210,0.002389,0.139,2.250,27.386,3.843,1.051,10.165,109.500,0.070,18294.341,0.267,0.215,0.141,11.965,88.442,0.276,0.015,0.140,0.011,0.098,373424.654
Image806,0.111,7.521,0.637,196.359,0.002823,0.175,5.325,107.133,5.511,2.009,10.535,0.000,0.077,16106.858,0.317,0.237,0.183,10.951,88.723,0.284,0.018,0.158,0.012,0.115,373424.654
Image807,0.089,6.970,0.608,197.764,0.002307,0.144,7.058,150.339,5.868,1.102,10.122,0.000,0.070,16045.125,0.254,0.211,0.112,11.916,89.661,0.247,0.012,0.131,0.011,0.092,373424.654
Image808,0.094,3.681,0.640,156.127,0.001965,0.133,1.507,16.400,2.710,0.971,10.412,180.000,0.064,17770.955,0.262,0.212,0.135,12.620,88.825,0.294,0.014,0.143,0.011,0.098,373424.654
Image809,0.193,5.380,0.530,274.695,0.01011,0.254,0.124,5.415,3.836,1.544,6.562,63.900,0.145,29808.825,0.572,0.303,0.305,11.184,88.703,0.512,0.032,0.287,0.015,0.208,373424.654
Image810,0.168,4.137,0.513,186.681,0.006206,0.218,0.313,4.121,2.195,1.942,6.922,0.000,0.112,28225.248,0.512,0.279,0.214,11.255,89.609,0.466,0.024,0.258,0.014,0.184,373424.654
Image811,0.137,4.510,0.798,239.134,0.008076,0.193,1.270,13.097,3.218,1.291,9.903,0.000,0.129,48446.722,0.385,0.297,0.200,12.191,88.655,0.404,0.021,0.204,0.015,0.143,373424.654
Image812,0.217,7.259,0.479,383.517,0.01267,0.279,0.221,4.073,3.186,4.072,5.818,80.000,0.163,27213.369,0.668,0.314,0.273,11.536,89.863,0.568,0.031,0.336,0.016,0.240,373424.654
Image813,0.138,3.567,0.698,210.714,0.005466,0.179,0.512,5.259,2.688,0.879,8.241,0.000,0.106,34623.973,0.421,0.231,0.157,12.433,90.858,0.394,0.018,0.221,0.011,0.150,373424.654
Image814,0.127,3.536,0.755,206.495,0.005129,0.170,0.777,7.140,2.354,1.183,10.334,180.000,0.102,39455.225,0.378,0.242,0.164,12.161,90.311,0.368,0.018,0.197,0.012,0.135,373424.654
Image815,0.247,8.251,0.495,492.956,0.01946,0.324,0.925,10.375,6.168,2.083,5.731,71.500,0.203,30273.162,0.773,0.389,0.280,11.206,90.871,0.645,0.032,0.383,0.019,0.273,373424.654
Image816,0.133,5.568,0.739,218.828,0.005240,0.175,0.884,10.449,4.466,1.102,9.070,0.000,0.103,43846.296,0.404,0.232,0.151,11.954,90.149,0.377,0.018,0.209,0.011,0.146,373424.654
Image817,0.133,5.373,0.782,258.897,0.007111,0.185,1.600,15.924,3.950,1.423,9.339,180.000,0.121,51788.338,0.383,0.283,0.169,12.249,89.830,0.390,0.018,0.202,0.015,0.139,373424.654
Image818,0.153,5.242,0.507,185.867,0.009352,0.241,0.281,10.529,3.451,1.791,5.909,38.800,0.139,41986.264,0.288,0.410,0.372,15.634,81.103,0.509,0.037,0.221,0.021,0.144,373424.654
Image819,0.217,5.741,0.545,299.719,0.01140,0.293,0.416,6.613,4.131,1.611,7.350,0.000,0.153,25530.483,0.622,0.391,0.361,11.832,88.662,0.597,0.037,0.320,0.020,0.226,373424.654
Image820,0.185,6.497,0.619,196.459,0.004823,0.249,0.811,11.953,4.368,2.129,11.106,177.500,0.100,24317.302,0.559,0.321,0.261,10.820,89.702,0.487,0.028,0.275,0.016,0.200,373424.654
Image821,0.184,5.131,0.493,258.967,0.007009,0.245,0.278,5.610,3.506,1.625,7.851,58.300,0.120,25737.153,0.515,0.312,0.276,13.824,88.310,0.520,0.029,0.290,0.015,0.196,373424.654
Image822,0.187,4.346,0.638,216.213,0.004905,0.248,0.653,5.640,3.143,1.203,10.267,30.000,0.100,20632.130,0.550,0.360,0.228,12.560,90.059,0.561,0.025,0.296,0.018,0.200,373424.654
Image823,0.151,4.744,0.735,140.424,0.003249,0.203,0.946,8.142,3.301,1.443,11.826,170.200,0.081,18441.963,0.447,0.298,0.179,11.586,89.442,0.435,0.020,0.229,0.015,0.163,373424.654
Image824,0.202,4.381,0.447,232.161,0.006063,0.267,0.230,5.760,2.853,1.528,7.972,73.100,0.111,16198.115,0.595,0.324,0.307,11.528,88.647,0.532,0.032,0.303,0.016,0.217,373424.654
Image825,0.137,3.558,0.680,131.291,0.001939,0.186,1.790,14.693,2.949,0.609,12.529,73.400,0.063,20441.564,0.404,0.291,0.112,13.692,92.754,0.429,0.014,0.223,0.015,0.144,373424.654
Image826,0.122,4.218,0.765,158.411,0.003373,0.164,0.880,7.106,2.817,1.400,10.950,104.500,0.083,22502.898,0.356,0.246,0.153,12.506,90.257,0.369,0.017,0.188,0.013,0.129,373424.654
